3 	 0.9705 	 0.1652 	 0.1458 	 0.0107
4 	 0.0133 	 0.0121 	 0.0159 	 0.023
5 	 0.0182 	 0.0731 	 0.0128 	 0.1074
6 	 0.0325 	 0.0866 	 0.0146 	 0.251
7 	 0.0379 	 0.0628 	 0.018 	 0.2756
8 	 0.0639 	 0.0934 	 0.0276 	 0.3171
9 	 0.0855 	 0.786 	 0.0343 	 1.1269
10 	 0.1152 	 0.1823 	 0.0321 	 0.746
11 	 0.1457 	 0.0932 	 0.0455 	 1.0716
12 	 0.1837 	 0.5494 	 0.0417 	 1.8892
13 	 0.2221 	 0.5641 	 0.0439 	 2.3082
14 	 0.2667 	 0.4922 	 0.0649 	 3.4897
15 	 0.2961 	 0.179 	 0.0551 	 2.6955
16 	 0.3437 	 0.2707 	 0.0516 	 4.8474
17 	 0.4359 	 0.3607 	 0.0674 	 5.6082
18 	 0.3868 	 2.7126 	 0.075 	 7.2858
19 	 0.5415 	 0.6864 	 0.0777 	 5.6761
20 	 0.6057 	 0.3511 	 0.0729 	 8.5892
21 	 0.7058 	 0.3177 	 0.0802 	 9.9506
22 	 0.785 	 0.5349 	 0.0963 	 13.9284
23 	 0.8869 	 0.9415 	 0.092 	 11.6819
24 	 0.9942 	 0.5188 	 0.1141 	 18.5194
25 	 1.1078 	 1.519 	 0.1057 	 19.4098
26 	 1.233 	 1.0059 	 0.1157 	 28.4201
27 	 1.389 	 2.7886 	 0.1399 	 64.7104
28 	 1.5034 	 1.0586 	 0.1288 	 26.2604
29 	 1.652 	 1.8031 	 0.1571 	 51.2044
30 	 1.7883 	 1.361 	 0.1533 	 46.8558
31 	 2.0468 	 1.7177 	 0.1908 	 46.1509
32 	 2.1227 	 2.7945 	 0.1837 	 49.4587
33 	 2.3089 	 2.3237 	 0.1959 	 61.4231
34 	 2.5621 	 2.0692 	 0.1847 	 61.004
35 	 2.7235 	 0.9704 	 0.1898 	 66.3802
36 	 3.015 	 1.2731 	 0.2024 	 77.4635
37 	 3.2687 	 3.0864 	 0.2064 	 69.0393
38 	 3.3853 	 8.7172 	 0.2162 	 114.0921
39 	 3.6525 	 3.2292 	 0.2461 	 79.2055
40 	 4.0089 	 3.5366 	 0.2455 	 83.3174
41 	 4.2246 	 13.8927 	 0.2827 	 108.1438
42 	 4.5061 	 2.7937 	 0.2625 	 120.6465
43 	 0.9857 	 0.0491 	 0.2765 	 111.1805
44 	 5.1098 	 9.057 	 0.2836 	 154.2031
45 	 5.4505 	 12.2834 	 0.2985 	 152.387
46 	 5.8061 	 2.8458 	 0.3035 	 163.5866
47 	 6.1568 	 4.915 	 0.3194 	 239.4917
48 	 6.5868 	 39.8027 	 0.2783 	 240.5078
49 	 6.9538 	 6.7523 	 0.3388 	 254.7103
50 	 7.3463 	 5.1425 	 0.2969 	 332.3576
51 	 7.745 	 9.6192 	 0.3604 	 219.5734
52 	 8.0468 	 14.338 	 0.3731 	 241.15
53 	 8.6234 	 7.8826 	 0.395 	 442.7634
54 	 1.8572 	 0.0736 	 0.4109 	 310.0823
55 	 9.661 	 2.6819 	 0.4244 	 311.2661
56 	 10.1627 	 5.103 	 0.4644 	 421.9441
57 	 10.7048 	 7.2926 	 0.4519 	 391.2642
58 	 11.1085 	 9.7683 	 0.3851 	 385.1034
59 	 11.6464 	 2.7697 	 0.4024 	 379.9717
60 	 12.4393 	 15.6324 	 0.5068 	 550.3979
61 	 13.4143 	 14.1171 	 0.5228 	 528.6432
62 	 13.6894 	 10.923 	 0.5311 	 554.4862
63 	 11.5808 	 4.4114 	 0.5548 	 422.9233
64 	 15.0121 	 5.9266 	 0.5538 	 575.0403
65 	 3.1607 	 0.1053 	 0.5851 	 595.8485
66 	 16.3724 	 6.5306 	 0.6063 	 582.6777
67 	 13.1378 	 6.0091 	 0.571 	 649.7223
68 	 18.0783 	 10.3624 	 0.6421 	 629.7745
69 	 19.0189 	 10.8389 	 0.6668 	 676.8093
70 	 18.5528 	 16.9055 	 0.5397 	 749.5123
71 	 20.078 	 12.2844 	 0.5752 	 805.0313
72 	 20.9275 	 5.6038 	 0.6965 	 1097.7101
73 	 21.6997 	 19.9874 	 0.61 	 896.4738
74 	 22.7234 	 23.9011 	 0.7414 	 915.5095
75 	 23.2858 	 5.6371 	 0.7513 	 990.1499
76 	 24.3047 	 5.6028 	 0.7761 	 934.3783
77 	 25.7545 	 11.9124 	 0.6765 	 862.8403
78 	 20.4327 	 5.1794 	 0.7735 	 1253.0378
79 	 27.1392 	 34.6084 	 0.7261 	 1395.0794
80 	 27.4965 	 18.3083 	 0.6982 	 1203.0012
81 	 29.5448 	 19.4578 	 0.8835 	 1253.3133
82 	 29.4889 	 36.9664 	 0.7338 	 1254.6875
83 	 29.8614 	 27.9824 	 0.8325 	 1235.778
84 	 31.4813 	 31.0365 	 0.8532 	 1491.091
85 	 32.6154 	 7.0052 	 0.9146 	 1391.4477
86 	 35.1002 	 16.6899 	 1.0212 	 1463.3656
87 	 35.162 	 18.6382 	 0.9567 	 1673.1227
88 	 37.3576 	 12.9465 	 1.1404 	 1735.3628
89 	 38.3251 	 23.1654 	 1.0102 	 1965.9046
90 	 39.1429 	 8.1987 	 0.9017 	 1752.4076
91 	 8.141 	 0.1985 	 0.9175 	 1910.0324
92 	 41.8652 	 31.7013 	 0.9438 	 2559.5402
93 	 43.7744 	 32.5479 	 0.9616 	 2011.4163
94 	 44.2997 	 26.1294 	 0.7879 	 1861.777
95 	 46.0592 	 23.8854 	 1.2259 	 2397.5442
96 	 47.015 	 24.046 	 1.1473 	 2130.8084
97 	 48.7513 	 14.106 	 1.204 	 2456.4342
98 	 49.5694 	 24.5281 	 1.0603 	 2445.9747
99 	 51.2288 	 296.7623 	 1.0553 	 2755.274
100 	 51.4416 	 2.2736 	 1.04 	 2809.215
131 	 114.3858 	 18.2003 	 1.8027 	 6017.6935
162 	 217.1082 	 78.0755 	 2.8421 	 14228.5832
193 	 366.7568 	 134.5268 	 3.9962 	 25629.6293
224 	 570.5213 	 57.7248 	 5.4838 	 35119.2834
255 	 842.5897 	 115.7505 	 5.7564 	 57591.7381
286 	 1222.6748 	 130.7375 	 8.0269 	 87382.5673
317 	 1705.4268 	 273.5671 	 2.5192 	 105868.6156
348 	 1842.8695 	 775.7648 	 14.1248 	 128225.9215
379 	 602.9174 	 3.9378 	 15.9294 	 187579.251
410 	 2814.264 	 396.0254 	 17.5542 	 217487.1646
441 	 4517.6838 	 663.3271 	 18.0879 	 270837.619
472 	 2152.8968 	 609.8564 	 21.3713 	 306313.6084
503 	 5331.9014 	 470.5061 	 24.5086 	 373083.5207
534 	 6721.3546 	 1551.0335 	 27.889 	 445260.6086
565 	 7509.1806 	 2013.0792 	 29.3942 	 523963.7482
596 	 11059.0681 	 1784.8964 	 35.1168 	 573548.2922
