0 1	1	-0.186461614289028	0	0	0
0.15707963267949 0.964852813742386	0.987688340595138	-0.26104626000464	-0.156434465040231	0.15447253765671	0.156434465040231
0.314159265358979 0.917989898732233	0.951056516295154	-0.335630905720251	-0.309016994374947	0.302504017021845	0.309016994374947
0.471238898038469 0.859411254969543	0.891006524188368	-0.410215551435862	-0.453990499739547	0.442254135726385	0.453990499739547
0.628318530717959 0.789116882454314	0.809016994374947	-0.484800197151474	-0.587785252292473	0.571882591401308	0.587785252292473
0.785398163397448 0.707106781186548	0.707106781186548	-0.559384842867085	-0.707106781186547	0.689549081677593	0.707106781186547
0.942477796076938 0.608528137423857	0.587785252292473	-0.695757432183093	-0.809016994374947	0.793159211452847	0.809016994374947
1.09955742875643 0.488528137423857	0.453990499739547	-0.832130021499102	-0.891006524188368	0.879602214691189	0.891006524188368
1.25663706143592 0.347106781186548	0.309016994374947	-0.96850261081511	-0.951056516295154	0.945513232623366	0.951056516295154
1.41371669411541 0.184264068711929	0.156434465040231	-1.10487520013112	-0.987688340595138	0.987527406480124	0.987688340595138
1.5707963267949 6.12303176911189E-17	6.12303176911189E-17	-1.24124778944713	-1	1.00227987749221	1
1.72787595947439 -0.184264068711928	-0.156434465040231	-1.10487520013112	-0.987688340595138	0.987527406480124	0.987688340595138
1.88495559215388 -0.347106781186547	-0.309016994374947	-0.96850261081511	-0.951056516295154	0.945513232623366	0.951056516295154
2.04203522483337 -0.488528137423857	-0.453990499739547	-0.832130021499102	-0.891006524188368	0.879602214691189	0.891006524188368
2.19911485751286 -0.608528137423857	-0.587785252292473	-0.695757432183093	-0.809016994374947	0.793159211452847	0.809016994374947
2.35619449019234 -0.707106781186547	-0.707106781186547	-0.559384842867085	-0.707106781186548	0.689549081677593	0.707106781186548
2.51327412287183 -0.789116882454314	-0.809016994374947	-0.484800197151474	-0.587785252292473	0.571882591401308	0.587785252292473
2.67035375555132 -0.859411254969543	-0.891006524188368	-0.410215551435862	-0.453990499739547	0.442254135726385	0.453990499739547
2.82743338823081 -0.917989898732233	-0.951056516295154	-0.335630905720251	-0.309016994374948	0.302504017021845	0.309016994374948
2.9845130209103 -0.964852813742386	-0.987688340595138	-0.26104626000464	-0.156434465040231	0.15447253765671	0.156434465040231
