3 	 1.0384 	 0.2306 	 0.189 	 0.0106
4 	 0.0354 	 0.0288 	 0.0121 	 0.0225
5 	 0.0177 	 0.0698 	 0.0125 	 0.1037
6 	 0.0335 	 0.083 	 0.0143 	 0.2418
7 	 0.0373 	 0.0604 	 0.0175 	 0.2686
8 	 0.0633 	 0.0906 	 0.027 	 0.3097
9 	 0.0835 	 0.852 	 0.0329 	 1.0807
10 	 0.1089 	 0.1659 	 0.0295 	 0.6834
11 	 0.137 	 0.0853 	 0.0416 	 0.9964
12 	 0.1981 	 0.7981 	 0.0399 	 1.7594
13 	 0.2153 	 0.6201 	 0.0445 	 2.1449
14 	 0.2571 	 0.5131 	 0.0625 	 3.434
15 	 0.305 	 0.1734 	 0.0535 	 2.5552
16 	 0.3534 	 0.2642 	 0.0505 	 4.7435
17 	 0.4144 	 0.311 	 0.0642 	 5.646
18 	 0.4186 	 2.5184 	 0.0704 	 7.0106
19 	 0.5506 	 0.7086 	 0.0754 	 5.6072
20 	 0.6148 	 0.3395 	 0.0711 	 8.5438
21 	 0.7041 	 0.3682 	 0.0767 	 10.9536
22 	 1.0904 	 0.5438 	 0.0985 	 15.9678
23 	 0.8962 	 0.9 	 0.0878 	 12.4545
24 	 1.0574 	 0.5 	 0.1101 	 18.3065
25 	 1.1059 	 1.4501 	 0.1015 	 18.7132
26 	 1.2122 	 0.9405 	 0.1084 	 29.4162
27 	 2.1226 	 3.7692 	 0.1519 	 65.3396
28 	 1.5627 	 1.0052 	 0.123 	 25.0955
29 	 1.6456 	 1.7154 	 0.1503 	 49.2304
30 	 1.8007 	 1.2665 	 0.1432 	 44.5131
31 	 2.0407 	 1.6032 	 0.168 	 43.9905
32 	 2.1147 	 2.696 	 0.1779 	 47.6836
33 	 2.3092 	 2.203 	 0.1868 	 59.3233
34 	 2.5287 	 1.9055 	 0.171 	 57.2606
35 	 2.7044 	 0.922 	 0.18 	 63.7074
36 	 2.93 	 1.1752 	 0.1884 	 72.1631
37 	 3.1197 	 2.9474 	 0.1982 	 67.5926
38 	 3.4576 	 8.4195 	 0.2069 	 111.19
39 	 3.6445 	 3.1065 	 0.2458 	 78.4662
40 	 3.8408 	 3.2542 	 0.2243 	 78.655
41 	 4.1474 	 12.7357 	 0.2629 	 102.6104
42 	 4.3802 	 2.5665 	 0.2867 	 113.745
43 	 0.9414 	 0.046 	 0.2561 	 103.0209
44 	 4.9644 	 8.471 	 0.2683 	 148.5459
45 	 5.4008 	 11.6636 	 0.2846 	 144.6895
46 	 5.5547 	 2.6465 	 0.2832 	 154.229
47 	 5.9754 	 4.6038 	 0.2991 	 226.9069
48 	 6.3932 	 37.1699 	 0.2602 	 224.6091
49 	 6.6104 	 6.2676 	 0.3411 	 235.0202
50 	 6.9971 	 4.7965 	 0.2774 	 324.8705
51 	 7.4853 	 9.0901 	 0.3402 	 204.3415
52 	 7.7555 	 13.3867 	 0.351 	 229.062
53 	 8.172 	 9.6427 	 0.6936 	 416.6381
54 	 1.7451 	 0.0688 	 0.3861 	 288.8519
55 	 9.177 	 2.485 	 0.3939 	 290.2255
56 	 9.4973 	 4.5766 	 0.4025 	 398.3395
57 	 10.0092 	 6.7229 	 0.4126 	 360.8905
58 	 10.5931 	 9.2163 	 0.3635 	 358.8625
59 	 11.0626 	 2.5879 	 0.4186 	 355.4185
60 	 11.5977 	 14.3364 	 0.4632 	 500.3588
61 	 12.0983 	 12.7421 	 0.4749 	 478.6904
62 	 12.6683 	 10.0102 	 0.4869 	 505.1235
63 	 10.6622 	 4.0411 	 0.507 	 384.417
64 	 13.9617 	 5.4785 	 0.5103 	 529.4149
65 	 3.055 	 0.0982 	 0.5388 	 553.9275
66 	 15.0895 	 5.936 	 0.5515 	 526.8572
67 	 12.4919 	 5.7077 	 0.5473 	 621.8444
68 	 16.911 	 9.1938 	 0.5716 	 566.018
69 	 17.0571 	 9.5642 	 0.5916 	 601.2772
70 	 17.4541 	 15.5904 	 0.503 	 706.6668
71 	 18.525 	 11.2769 	 0.5313 	 740.0094
72 	 19.3457 	 5.1623 	 0.6414 	 1008.9046
73 	 20.2667 	 18.3609 	 0.5636 	 825.2527
74 	 20.7254 	 21.5677 	 0.668 	 832.1836
75 	 28.8176 	 5.2258 	 0.6968 	 917.533
76 	 22.9641 	 5.1343 	 0.7147 	 860.9465
77 	 23.3732 	 10.8678 	 0.6196 	 789.4825
78 	 19.2405 	 4.8366 	 0.7227 	 1169.8701
79 	 25.2792 	 31.7965 	 0.6703 	 1278.282
80 	 25.6043 	 16.7899 	 0.6474 	 1129.1283
81 	 26.8874 	 17.6944 	 0.7926 	 1126.2988
82 	 27.1525 	 33.3378 	 0.6629 	 1156.9818
83 	 28.4107 	 26.2786 	 0.7793 	 1171.9768
84 	 30.9191 	 29.5391 	 0.8005 	 1406.2977
85 	 30.2812 	 6.3339 	 0.8248 	 1280.7523
86 	 32.0602 	 15.0023 	 0.8845 	 1363.6141
87 	 32.3868 	 16.9026 	 0.8716 	 1548.8796
88 	 34.0928 	 10.7793 	 0.9195 	 1634.6691
89 	 35.7291 	 21.0676 	 0.9066 	 2162.5168
90 	 43.7393 	 8.0597 	 2.1877 	 1775.991
91 	 7.5123 	 0.189 	 0.8418 	 1977.4074
92 	 56.1061 	 31.8303 	 0.98 	 2429.6899
93 	 43.7868 	 30.3529 	 0.9073 	 1910.7446
94 	 42.292 	 24.4079 	 0.7319 	 1733.4766
95 	 42.8773 	 21.1925 	 1.0991 	 2093.6109
96 	 44.0064 	 23.6191 	 1.1881 	 2018.0464
97 	 49.65 	 12.919 	 1.1013 	 2718.0412
98 	 48.7168 	 23.7405 	 0.9995 	 2351.8761
99 	 47.0905 	 275.0042 	 0.9581 	 2865.4477
100 	 50.2585 	 2.1142 	 0.9687 	 3256.9848
